MDVP:Fo(Hz),MDVP:Fhi(Hz),MDVP:Flo(Hz),NHR,HNR,DFA,D2,PPE
289.3011,506.03003,54.020565,4.971353246455751e-05,9.909183664166669,0.31604252541629196,22.23548355484522,0.3187597
